"","Year","Month","Day","Hour","lat","long","Date","DateTime"
"296","2014","11","12","16",46.745167241993,-91.705738916625,"2014-11-12","2014-11-12 16:00"
"297","2014","11","12","17",46.7506484965831,-91.7120526170577,"2014-11-12","2014-11-12 17:00"
"298","2014","11","12","18",46.757199959502,-91.7206347577389,"2014-11-12","2014-11-12 18:00"
"299","2014","11","12","19",46.7634880670952,-91.730124508262,"2014-11-12","2014-11-12 19:00"
"300","2014","11","12","20",46.7699952242346,-91.7409358874232,"2014-11-12","2014-11-12 20:00"
"301","2014","11","12","21",46.7762051862029,-91.7524581771987,"2014-11-12","2014-11-12 21:00"
"302","2014","11","12","22",46.7820458849528,-91.7637971552748,"2014-11-12","2014-11-12 22:00"
"303","2014","11","12","23",46.7881188859761,-91.7754307628202,"2014-11-12","2014-11-12 23:00"
"304","2014","11","13","00",46.794664572958,-91.78751555674,"2014-11-13","2014-11-13 00:00"
"305","2014","11","13","01",46.8009556456132,-91.7996810673689,"2014-11-13","2014-11-13 01:00"
"306","2014","11","13","02",46.8071646280433,-91.81217901107,"2014-11-13","2014-11-13 02:00"
"307","2014","11","13","03",46.8128498740366,-91.8256461879774,"2014-11-13","2014-11-13 03:00"
"308","2014","11","13","04",46.8179422265908,-91.8385032373258,"2014-11-13","2014-11-13 04:00"
"309","2014","11","13","05",46.8227703552403,-91.8520173288832,"2014-11-13","2014-11-13 05:00"
"310","2014","11","13","06",46.8286075337703,-91.8661966098302,"2014-11-13","2014-11-13 06:00"
"311","2014","11","13","07",46.834687700788,-91.8794500637749,"2014-11-13","2014-11-13 07:00"
"312","2014","11","13","08",46.8413897927357,-91.8930522379068,"2014-11-13","2014-11-13 08:00"
"313","2014","11","13","09",46.8473973764695,-91.9048104687974,"2014-11-13","2014-11-13 09:00"
"314","2014","11","13","10",46.8525391780617,-91.9151467199526,"2014-11-13","2014-11-13 10:00"
"315","2014","11","13","11",46.8568055867942,-91.9247719230415,"2014-11-13","2014-11-13 11:00"
"316","2014","11","13","12",46.8600233211607,-91.927850115669,"2014-11-13","2014-11-13 12:00"
"317","2014","11","13","13",46.8532606374036,-91.9286284972892,"2014-11-13","2014-11-13 13:00"
"318","2014","11","13","14",46.8554497075325,-91.9288672510259,"2014-11-13","2014-11-13 14:00"
